"","X.6","X.5","X.4","X.3","X.2","X.1","X","tag","table","OBJECTID","quadrat","StemTag","lx","ly","dbh_previous","hom","codes_previous","status_previous","status_2022","comment_2022","mortality","census_status","dbh_current","status_current","codes_current","code_choices","notes_current","DBH.check","living_status","crown_position","crown_intact","crown_living","fad","fad_choices","liana_load","lean_angle","wounded_main_stem","rotting_trunk","canker_swelling_deformity","dead_with_resprout","crown_check","GlobalID","CreationDate","Creator","EditDate","Editor","species","dbh_previous_mm","numeric_tag","hom_alert","lean_direction","comment_mortality","sp","tree_type","NAD83_X","NAD83_Y","personnel_list","personnel","date_measured","multi.stemmed","x","y","gx","gy","dbh_if_dead","mort_status","ExactDate"
"5600",5600,5600,5600,5600,5600,5600,5600,50206,"old_trees",40851,502,1,17,8.2,291,1.3,"NULL","A","A","",1,1,329,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"30251f04-0490-4863-99a2-d850cb3bb0c5","3/30/2023 4:12:53 PM","shuej21","10/13/2023 2:42:57 PM","shuej21","cato",291,NA,NA,NA,"","cato","1",747481.838407446,4308536.98057332,"EM","EM","10/13/2023 2:42:55 PM",0,-78.1466005426857,38.8908677352988,97.000050673616,28.2413210972099,NA,"A",2023-10-13
"5601",5601,5601,5601,5601,5601,5601,5601,50209,"old_trees",40854,502,1,11,7.7,177,1.3,"NULL","A","A","",1,1,195,"A","","","","","A",3,100,95,"","",0,NA,NA,NA,NA,NA,NA,"4e8743ae-2b37-4944-9ad2-efe62da43173","3/30/2023 4:12:53 PM","shuej21","10/13/2023 2:37:39 PM","shuej21","caco",177,NA,NA,NA,"","caco","1",747475.851628994,4308536.3415652,"EM","EM","10/13/2023 2:37:38 PM",0,-78.1466697192296,38.8908636701677,91.0000589661571,27.7449945552598,NA,"A",2023-10-13
"5602",5602,5602,5602,5602,5602,5602,5602,50212,"old_trees",40857,502,1,16.6,17.7,144,1.3,"NULL","A","A","",1,1,158,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"330bac89-a56a-4ef9-9887-e2b169b6b601","3/30/2023 4:12:53 PM","shuej21","10/13/2023 2:53:27 PM","shuej21","cato",144,NA,NA,NA,"","cato","1",747481.218090339,4308546.4688087,"EM","EM","10/13/2023 2:53:23 PM",0,-78.1466042670943,38.8909533072206,96.600020860645,37.7416333896376,NA,"A",2023-10-13
"5603",5603,5603,5603,5603,5603,5603,5603,50213,"old_trees",40858,502,1,12.9,17.5,185,1.3,"NULL","A","A","",1,1,197,"DS","","","","","",1,0,0,"B","B",0,NA,NA,NA,NA,NA,NA,"0a055eb2-6389-4af2-9034-312deb2a2f4d","3/30/2023 4:12:53 PM","shuej21","10/13/2023 2:54:55 PM","shuej21","quve",185,NA,NA,NA,"","quve","1",747477.52369184,4308546.18299074,"EM","EM","10/13/2023 2:54:53 PM",0,-78.146646916396,38.8909517752826,92.8999858968105,37.5438324695163,197,"",2023-10-13
"5604",5604,5604,5604,5604,5604,5604,5604,50217,"old_trees",40862,503,1,10.3,1.4,394,1.3,"M","A","","stem not sampled, info automatically filled from previous year info",1,1,399,"AU","","","","","AU",3,100,90,"K","K",0,NA,NA,NA,1,NA,NA,"50d34660-9c70-42a9-8d42-f4d437b3f5d6","3/30/2023 4:12:53 PM","shuej21","10/13/2023 2:56:55 PM","shuej21","qupr",394,NA,NA,NA,"","qupr","1",747474.833922707,4308550.02163673,"EM","EM","10/13/2023 2:56:54 PM",1,-78.1466765095849,38.8909870819052,90.2999945567762,41.4454142269133,NA,"AU",2023-10-13
"5605",5605,5605,5605,5605,5605,5605,5605,50218,"old_trees",40863,503,1,12.3,1.9,120,1.3,"NULL","A","A","",1,1,131,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"674c1c10-4fa0-4273-ac10-1235ba8b650c","3/30/2023 4:12:53 PM","shuej21","10/13/2023 2:59:47 PM","shuej21","cagl",120,NA,NA,NA,"","cagl","1",747476.821813511,4308550.56790217,"EM","EM","10/13/2023 2:59:45 PM",0,-78.1466534192958,38.8909914385959,92.3000233113032,41.9442080561143,NA,"A",2023-10-13
"5606",5606,5606,5606,5606,5606,5606,5606,50220,"old_trees",40865,503,1,17.3,0,182,1.3,"NULL","A","A","",1,1,189,"AU","","","","","AU",1,90,90,"B","B",0,NA,NA,NA,NA,NA,NA,"c625d8ba-1e00-4a99-936d-51b3a41368db","3/30/2023 4:12:53 PM","shuej21","10/13/2023 3:01:43 PM","shuej21","prav",182,NA,NA,NA,"","prav","1",747481.864501919,4308548.78441591,"EM","EM","10/13/2023 3:01:42 PM",0,-78.1465959882219,38.8909739663781,97.2999789134539,40.0411983039936,NA,"AU",2023-10-13
"5607",5607,5607,5607,5607,5607,5607,5607,50221,"old_trees",40866,503,1,16.4,2.7,768,1.3,"F","A","A","",1,1,804,"AU","","","","","AU",3,90,90,"W,R","R",0,NA,3,2,NA,NA,NA,"0ddb2e81-703c-4fd0-ba39-af66c4ecf647","3/30/2023 4:12:53 PM","shuej21","10/6/2023 3:19:55 PM","shuej21","qual",768,NA,NA,NA,"","qual","1",747480.902140257,4308551.462811,"IK","IK","10/6/2023 3:19:54 PM",0,-78.1466061059423,38.8909983438552,96.4000131301264,42.7417411996927,NA,"AU",2023-10-06
"5608",5608,5608,5608,5608,5608,5608,5608,50228,"old_trees",40873,503,1,17.1,6.9,108,1.3,"F","A","A","",1,1,117,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"ef5f6f46-5ef3-44e6-b46c-70164986ffdc","3/30/2023 4:12:53 PM","shuej21","10/6/2023 3:15:04 PM","shuej21","cato",108,NA,NA,NA,"","cato","1",747481.504476016,4308555.6779268,"IK","IK","10/6/2023 3:15:02 PM",0,-78.1465976501007,38.8910361116223,97.099974479131,46.9413256495845,NA,"A",2023-10-06
"5609",5609,5609,5609,5609,5609,5609,5609,50229,"old_trees",40874,503,1,19.4,6.9,390,1.3,"F","A","A","",1,1,401,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"61c3e273-7885-4925-ac11-2fc91d57b54a","3/30/2023 4:12:53 PM","shuej21","10/6/2023 3:22:36 PM","shuej21","caovl",390,NA,NA,NA,"","caovl","1",747483.803887517,4308555.73131647,"IK","IK","10/6/2023 3:22:35 PM",0,-78.1465711498081,38.8910359445135,99.4000057193521,46.9399683607142,NA,"A",2023-10-06
"5610",5610,5610,5610,5610,5610,5610,5610,50231,"old_trees",40876,503,1,18.6,7,205,1.3,"F;M","A","A","",1,1,210,"A","","","","","A",3,95,92,"","",0,NA,NA,NA,NA,NA,NA,"84044166-c31e-487a-8511-8d0a1381fdbe","3/30/2023 4:12:53 PM","shuej21","10/6/2023 3:24:15 PM","shuej21","nysy",205,NA,NA,NA,"","nysy","1",747483.00181142,4308555.81272363,"IK","IK","10/6/2023 3:24:14 PM",1,-78.1465803575368,38.8910369031112,98.6000340812044,47.0404439001231,NA,"A",2023-10-06
"5611",5611,5611,5611,5611,5611,5611,5611,50234,"old_trees",40879,504,1,15.4,0.4,294,1.3,"F","A","A","",1,1,314,"A","","","","","A",3,100,97,"","",0,NA,NA,NA,NA,NA,NA,"2313f47c-5e0f-4942-8cfc-0ad5dffd48f7","3/30/2023 4:12:53 PM","shuej21","10/6/2023 3:00:07 PM","shuej21","qual",294,NA,NA,NA,"","qual","1",747479.491799498,4308569.13479104,"IK","IK","10/6/2023 3:00:06 PM",0,-78.1466159793124,38.8911577946518,95.4000293736976,60.4422840948021,NA,"A",2023-10-06
"5612",5612,5612,5612,5612,5612,5612,5612,50236,"old_trees",40881,504,1,17.5,2.4,394,1.3,"F;I","A","A","",1,1,412,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"d77d775c-b3e2-417b-9a8b-574bc1b2a273","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:58:05 PM","shuej21","cagl",394,NA,NA,NA,"","cagl","1",747481.544775015,4308571.18296686,"IK","IK","10/6/2023 2:58:03 PM",0,-78.1465915981437,38.8911756506789,97.4999685822211,62.4410135874775,NA,"A",2023-10-06
"5613",5613,5613,5613,5613,5613,5613,5613,50244,"old_trees",40889,504,1,10.7,7.7,253,1.3,"F","A","A","",1,1,260,"A","","","","","A",3,100,98,"","",0,NA,NA,NA,NA,NA,NA,"a516fb81-8e76-4025-953c-9bff3eed86e2","3/30/2023 4:12:53 PM","shuej21","10/6/2023 3:01:56 PM","shuej21","cagl",253,NA,NA,NA,"","cagl","1",747474.623728568,4308576.32380621,"IK","IK","10/6/2023 3:01:55 PM",0,-78.146669451509,38.891223869207,90.7000486962311,67.7451349176234,NA,"A",2023-10-06
"5614",5614,5614,5614,5614,5614,5614,5614,50246,"old_trees",40891,504,1,9.7,9.2,268,1.3,"F","A","A","",1,1,275,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"18689734-3ed4-428b-83fe-b9f7789ac2fa","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:44:05 PM","shuej21","cagl",268,NA,NA,NA,"","cagl","1",747473.589078729,4308577.80023498,"IK","IK","10/6/2023 2:44:02 PM",0,-78.1466808349559,38.89123744895,89.6999294250683,69.2457726817604,NA,"A",2023-10-06
"5615",5615,5615,5615,5615,5615,5615,5615,50251,"old_trees",40896,504,1,10.7,11.1,661,1.3,"F","A","A","",1,1,687,"A","","","","","A",3,98,98,"","",0,NA,NA,NA,NA,NA,NA,"92ac8732-ce46-4e0e-9a96-c6a43765b5db","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:40:19 PM","shuej21","quve",661,NA,NA,NA,"","quve","1",747474.544819749,4308579.72286904,"IK","IK","10/6/2023 2:40:18 PM",0,-78.1466691353002,38.8912544841043,90.7000169660164,71.1451129544007,NA,"A",2023-10-06
"5616",5616,5616,5616,5616,5616,5616,5616,50257,"old_trees",40902,504,1,4.9,13.5,510,1.3,"F","A","A","",1,1,514,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"5ce27fc7-353a-4e25-a4c0-c7c64104ef13","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:45:58 PM","shuej21","quve",510,NA,NA,NA,"","quve","1",747468.69068442,4308581.98770038,"IK","IK","10/6/2023 2:45:56 PM",0,-78.1467357381699,38.8912765170921,84.8999997011999,73.5486459058791,NA,"A",2023-10-06
"5617",5617,5617,5617,5617,5617,5617,5617,50262,"old_trees",40907,505,1,1.2,0.9,179,1.3,"F","A","A","",1,1,188,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"80df4228-60e1-427c-a5a0-e7be8f9244f0","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:20:40 PM","shuej21","caovl",179,NA,NA,NA,"","caovl","1",747464.822286056,4308589.19991064,"IK","IK","10/6/2023 2:20:39 PM",0,-78.1467776894766,38.8913425188204,81.1999606484783,80.8508905002547,NA,"A",2023-10-06
"5618",5618,5618,5618,5618,5618,5618,5618,50267,"old_trees",40912,504,1,15.9,15.3,456,1.3,"F","A","A","",1,1,465,"A","","","","","A",3,100,98,"","",0,NA,NA,NA,NA,NA,NA,"57f2a900-3451-4305-b528-276f2ae38cac","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:37:54 PM","shuej21","cato",456,NA,NA,NA,"","cato","1",747479.646036231,4308584.04239643,"IK","IK","10/6/2023 2:37:52 PM",0,-78.1466088305131,38.8912919245108,95.9000704848046,75.3419946304,NA,"A",2023-10-06
"5619",5619,5619,5619,5619,5619,5619,5619,50269,"old_trees",40914,504,1,8.5,17,127,1.3,"F","A","A","",1,1,129,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"8acdecd8-06ea-4568-a130-675bb22c551c","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:54:14 PM","shuej21","cagl",127,NA,NA,NA,"","cagl","1",747472.208500867,4308585.57031442,"IK","IK","10/6/2023 2:54:11 PM",0,-78.1466939341808,38.8913077710276,88.4999834729719,77.0465119558755,NA,"A",2023-10-06
"5620",5620,5620,5620,5620,5620,5620,5620,50272,"old_trees",40917,504,1,5.9,19.2,651,1.3,"F","A","A","",1,1,654,"A","","","","","A",3,75,65,"","",0,NA,NA,NA,NA,NA,NA,"119196fb-8226-4557-8a78-8b02d34c8b68","3/30/2023 4:12:53 PM","shuej21","11/17/2023 7:16:45 PM","shuej21","quve",651,NA,NA,NA,"","quve","1",747469.558199736,4308587.70941291,"RH","IK,RH","11/17/2023 7:16:29 PM",0,-78.1467236854743,38.8913277700453,85.9000212131621,79.2480882901148,NA,"A",2023-11-16
"5621",5621,5621,5621,5621,5621,5621,5621,50273,"old_trees",40918,504,1,5.9,18.6,121,1.3,"F","A","A","",1,1,121,"AU","","","","","AU",2,85,0,"DF","DF",0,NA,NA,NA,NA,NA,NA,"7c7b9449-4aea-4ad0-b7c9-bee2ade7cb26","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:50:36 PM","shuej21","quru",121,NA,NA,NA,"; Oak wilt¿ leaves are all dead","quru","1",747469.572136225,4308587.10949714,"IK","IK","10/6/2023 2:50:21 PM",0,-78.1467237411701,38.8913223666826,85.9000363300364,78.6480107611637,NA,"AU",2023-10-06
"5622",5622,5622,5622,5622,5622,5622,5622,50274,"old_trees",40919,505,1,12.6,1.5,573,1.3,"F","A","A","",1,1,614,"A","","","","DBH greater than expected (41), check measurement","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"88a11c73-3cff-4692-a452-60f3514dae44","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:27:01 PM","shuej21","quru",573,NA,NA,NA,"","quru","1",747476.203011677,4308590.16415953,"IK","IK","10/6/2023 2:27:00 PM",0,-78.1466462758723,38.8913479920957,92.5999931545242,81.5439760298996,NA,"A",2023-10-06
"5623",5623,5623,5623,5623,5623,5623,5623,50275,"old_trees",40920,505,1,12.5,1.7,123,1.3,"F","A","A","",1,1,126,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"c7c2a96c-139c-4475-9a2e-aa7f8b2f7ff6","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:28:45 PM","shuej21","cagl",123,NA,NA,NA,"","cagl","1",747476.098388475,4308590.36177965,"IK","IK","10/6/2023 2:28:43 PM",0,-78.1466474095457,38.891349800208,92.499982757491,81.7440304615688,NA,"A",2023-10-06
"5624",5624,5624,5624,5624,5624,5624,5624,50278,"old_trees",40923,505,1,15.7,1.6,342,1.3,"F","A","A","",1,1,366,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"64791e5f-be1d-4d7a-b529-33f515a2e7bd","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:35:19 PM","shuej21","cagl",342,NA,NA,NA,"","cagl","1",747479.299865869,4308590.33611393,"IK","IK","10/6/2023 2:35:18 PM",0,-78.1466105489861,38.8913486675145,95.7000030799658,81.6421687158591,NA,"A",2023-10-06
"5625",5625,5625,5625,5625,5625,5625,5625,50281,"old_trees",40926,505,1,17.5,8.3,153,1.3,"F","A","A","",1,1,172,"A","","","","","A",2,100,98,"","",0,NA,NA,NA,NA,NA,NA,"c13764e8-920c-4819-9224-ad95ea0da99e","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:33:04 PM","shuej21","litu",153,NA,NA,NA,"","litu","1",747480.943925624,4308597.07602803,"IK","IK","10/6/2023 2:33:02 PM",0,-78.1465891861531,38.8914088658793,97.4999815883615,88.3410404649136,NA,"A",2023-10-06
"5626",5626,5626,5626,5626,5626,5626,5626,50286,"old_trees",40931,505,1,11.5,6.9,231,1.3,"F","A","A","",1,1,233,"AU","","","","","AU",2,100,100,"AN","AN",NA,NA,NA,NA,NA,NA,NA,"7e72f127-7713-4360-9d0d-2f0f9c401491","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:31:03 PM","shuej21","cagl",231,NA,NA,NA,"; Sap coming out of tons of woodpecker holes","cagl","1",747474.978017978,4308595.53722423,"IK","IK","10/6/2023 2:31:01 PM",0,-78.1466584471392,38.8913966964429,91.4999804467396,86.9446763969767,NA,"AU",2023-10-06
"5627",5627,5627,5627,5627,5627,5627,5627,50288,"old_trees",40933,505,1,10.8,10.5,897,1.3,"F","A","DS","",1,1,0,"DS","","","","","",3,85,0,"F","F",0,NA,NA,NA,NA,0,NA,"f42c4e06-c9db-4128-a71b-6902e30dda70","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:06:22 PM","shuej21","quru",897,NA,NA,NA,"","quru","1",747474.194691554,4308599.12002369,"IK","IK","10/6/2023 2:06:21 PM",0,-78.1466661771378,38.8914291634253,90.7999832571856,90.5451059312495,0,"",2023-10-06
"5628",5628,5628,5628,5628,5628,5628,5628,50298,"old_trees",40943,506,1,19.6,2.7,111,1.27,"F","A","A","",1,1,121,"A","A","A","","","A",4,100,100,"","",0,NA,NA,NA,NA,NA,NA,"6f2b4a86-e8d1-4c8c-9598-0189a866b82a","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:29:13 PM","shuej21","fagr",111,NA,1.27,NA,"","fagr","1",747482.709340053,4308611.52089204,"IK","IK","10/5/2023 5:29:08 PM",0,-78.1465636488459,38.8915383771084,99.6000314900818,102.739790604502,NA,"A",2023-10-05
"5629",5629,5629,5629,5629,5629,5629,5629,50299,"old_trees",40944,506,1,13.9,2.2,213,1.3,"F","A","A","",1,1,223,"A","","","","","A",4,100,95,"","",0,NA,NA,NA,NA,NA,NA,"d1d4c099-60dc-49bb-afac-78a9f0c419f8","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:27:50 PM","shuej21","fagr",213,NA,NA,NA,"","fagr","1",747477.022399248,4308610.88877996,"IK","IK","10/5/2023 5:27:45 PM",0,-78.1466293704704,38.8915342896414,93.8999567151022,102.243221241504,NA,"A",2023-10-05
"5630",5630,5630,5630,5630,5630,5630,5630,50300,"old_trees",40945,506,1,10.6,1.2,178,1.3,"F","A","A","",1,1,180,"A","","","","","A",4,100,100,"","",0,NA,NA,NA,NA,NA,NA,"46790f0b-3ccf-4122-abbb-8419535ffb16","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:26:23 PM","shuej21","nysy",178,NA,NA,NA,"","nysy","1",747473.746522631,4308609.81248533,"IK","IK","10/5/2023 5:26:11 PM",0,-78.1466674850783,38.8915255252851,90.5999924936546,101.245205732134,NA,"A",2023-10-05
"5631",5631,5631,5631,5631,5631,5631,5631,50301,"old_trees",40946,505,1,3.4,1.1,124,1.3,"F","A","A","",1,1,138,"AU","","","","","AU",2,100,100,"AN","AN",0,NA,NA,NA,NA,NA,NA,"f81546d7-1cd7-4631-92af-18f0609e42cf","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:22:28 PM","shuej21","fagr",124,NA,NA,NA,"","fagr","1",747467.014793803,4308589.55090381,"IK","IK","10/6/2023 2:22:27 PM",0,-78.1467523129758,38.8913450603849,83.4000210968597,81.1495969769516,NA,"AU",2023-10-06
"5632",5632,5632,5632,5632,5632,5632,5632,50302,"old_trees",40947,505,1,7.7,1.1,117,1.3,"F","A","A","",1,1,123,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"b63fe9b3-f48c-4530-8952-443d594d2980","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:24:46 PM","shuej21","cagl",117,NA,NA,NA,"","cagl","1",747471.313586116,4308589.65061901,"IK","IK","10/6/2023 2:24:44 PM",0,-78.1467027700049,38.8913447471446,87.6999697561104,81.1469617506373,NA,"A",2023-10-06
"5633",5633,5633,5633,5633,5633,5633,5633,50305,"old_trees",40950,505,1,0.7,8.2,137,1.3,"F","A","AU","",1,1,165,"A","","","","","A",2,98,98,"","",0,NA,NA,NA,NA,NA,NA,"0d009e2f-7b99-405e-80e0-0cd600ea53b5","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:18:48 PM","shuej21","fagr",137,NA,NA,NA,"; No fads","fagr","1",747464.153102907,4308596.48627633,"IK","IK","10/6/2023 2:18:47 PM",0,-78.1467827703421,38.8914082869557,80.699996127322,88.1511200727762,NA,"A",2023-10-06
"5634",5634,5634,5634,5634,5634,5634,5634,50306,"old_trees",40951,505,1,2.8,7.6,136,1.3,"F;M","A","A","",1,1,145,"AU","","","","","AU",2,100,100,"HS,R,W","W",0,NA,1,2,NA,NA,NA,"1609ddd1-7411-438c-8b7a-9d8d19337b0a","3/30/2023 4:12:53 PM","shuej21","11/17/2023 7:17:31 PM","shuej21","cato",136,NA,NA,NA,"","cato","1",747466.264078136,4308596.03518191,"RH","IK,RH","11/17/2023 7:17:22 PM",1,-78.1467586218384,38.891403632433,82.7999381378492,87.6499068919744,NA,"AU",2023-11-16
"5635",5635,5635,5635,5635,5635,5635,5635,50308,"old_trees",40953,505,1,6.2,9.2,144,1.3,"F","A","A","",1,1,151,"A","","","","","A",2,100,100,"","",0,NA,NA,NA,NA,NA,NA,"4e1a442c-5078-4fe9-b103-6a2c58a6a7f5","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:13:23 PM","shuej21","cagl",144,NA,NA,NA,"","cagl","1",747469.626111047,4308597.71358949,"IK","IK","10/6/2023 2:13:21 PM",0,-78.1467192980981,38.8914177917698,86.2000040594009,89.2478140169408,NA,"A",2023-10-06
"5636",5636,5636,5636,5636,5636,5636,5636,50311,"old_trees",40956,505,1,8.5,13.1,351,1.3,"F","A","A","",1,1,391,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"ee915850-cc2d-4afd-a992-7bd636224727","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:08:49 PM","shuej21","litu",351,NA,NA,NA,"","litu","1",747471.83501401,4308601.66595979,"IK","IK","10/6/2023 2:08:47 PM",0,-78.1466924348839,38.8914527422701,88.5000047110024,93.1464870293,NA,"A",2023-10-06
"5637",5637,5637,5637,5637,5637,5637,5637,50314,"old_trees",40959,505,1,7.2,16.9,419,1.3,"F","A","A","",1,1,426,"AU","","","","","AU",3,95,95,"AN","AN",0,NA,NA,NA,NA,NA,NA,"9f86e755-3943-404b-8e5e-d4e274ebdfb6","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:11:07 PM","shuej21","qual",419,NA,NA,NA,"","qual","1",747470.447200923,4308605.43477404,"IK","IK","10/6/2023 2:11:06 PM",0,-78.14670705945,38.8914870536938,87.1999989619988,96.9472669759496,NA,"AU",2023-10-06
"5638",5638,5638,5638,5638,5638,5638,5638,50319,"old_trees",40964,505,1,16.8,16.1,268,1.3,"F","A","A","",1,1,299,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"8d656cb6-39a3-49a8-a65a-2f08443dc498","3/30/2023 4:12:53 PM","shuej21","10/6/2023 2:04:43 PM","shuej21","litu",268,NA,NA,NA,"","litu","1",747480.063207954,4308604.85769071,"IK","IK","10/6/2023 2:04:41 PM",0,-78.146596524484,38.891479151429,96.8000300179995,96.1414617560783,NA,"A",2023-10-06
"5639",5639,5639,5639,5639,5639,5639,5639,50321,"old_trees",40966,506,1,5,1.2,138,1.3,"F","A","A","",1,1,155,"A","","","","","A",4,100,100,"","",0,NA,NA,NA,NA,NA,NA,"428b7344-6b22-4852-95a5-d49dfbe8f28e","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:23:59 PM","shuej21","fagr",138,NA,NA,NA,"","fagr","1",747468.147998341,4308609.68258379,"IK","IK","10/5/2023 5:23:56 PM",0,-78.1467320074519,38.8915259329159,84.9999613650804,101.248600095948,NA,"A",2023-10-05
"5640",5640,5640,5640,5640,5640,5640,5640,50322,"old_trees",40967,506,1,4.1,0.2,511,1.3,"F","A","A","",1,1,519,"A","","","","","A",3,90,85,"","",NA,NA,NA,NA,NA,NA,NA,"418d75e6-6efe-47da-8bca-27869145392d","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:22:39 PM","shuej21","qual",511,NA,NA,NA,"","qual","1",747467.271519413,4308608.66203097,"IK","IK","10/5/2023 5:22:36 PM",0,-78.1467424692291,38.891516994459,84.1000422296946,100.249198841372,NA,"A",2023-10-05
"5641",5641,5641,5641,5641,5641,5641,5641,50323,"old_trees",40968,506,1,2.7,1.8,552,1.3,"F","A","A","",1,1,558,"A","","","","","A",3,95,95,"","",0,NA,NA,NA,NA,NA,NA,"6c3f7d60-b5a2-48f3-ad9a-12266d0be6f1","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:21:42 PM","shuej21","qupr",552,NA,NA,NA,"","qupr","1",747465.837093094,4308610.12912943,"IK","IK","10/5/2023 5:21:40 PM",0,-78.1467584601336,38.8915306028129,82.7000376175457,101.750024634464,NA,"A",2023-10-05
"5642",5642,5642,5642,5642,5642,5642,5642,50324,"old_trees",40969,506,1,8.1,2.8,185,1.3,"F","A","A","",1,1,192,"A","","","","","A",4,95,95,"","",0,NA,NA,NA,NA,NA,NA,"b6a5b059-b74d-4f8f-bf93-e4551f919971","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:25:00 PM","shuej21","litu",185,NA,NA,NA,"","litu","1",747471.210088225,4308611.35408992,"IK","IK","10/5/2023 5:24:59 PM",0,-78.1466961404278,38.8915401146026,88.100004877515,102.846747137083,NA,"A",2023-10-05
"5643",5643,5643,5643,5643,5643,5643,5643,50327,"old_trees",40972,506,1,4,5.8,506,1.3,"F","A","A","",1,1,535,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"a6b1026a-9f1b-4f28-a90f-d0ed3f955759","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:19:14 PM","shuej21","litu",506,NA,NA,NA,"","litu","1",747467.041571257,4308614.25810263,"IK","IK","10/5/2023 5:19:12 PM",0,-78.1467431007413,38.8915674256904,83.9999808615078,105.849158365968,NA,"A",2023-10-05
"5644",5644,5644,5644,5644,5644,5644,5644,50329,"old_trees",40974,506,1,6.8,7.1,483,1.3,"F","A","A","",1,1,505,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"275acaf5-3795-4dbf-b732-d70d3d62da33","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:18:30 PM","shuej21","litu",483,NA,NA,NA,"","litu","1",747469.810693756,4308615.62267322,"IK","IK","10/5/2023 5:18:27 PM",0,-78.1467107182812,38.8915789273721,86.8000151516276,107.14743020208,NA,"A",2023-10-05
"5645",5645,5645,5645,5645,5645,5645,5645,50330,"old_trees",40975,506,1,9.5,8,169,1.3,"F","A","A","",1,1,185,"A","","","","","A",1,99,98,"","",NA,NA,NA,NA,NA,NA,NA,"5e6d8cfd-881c-4ba3-a5f2-a44dc72e1f7c","3/30/2023 4:12:53 PM","shuej21","10/30/2023 7:46:15 PM","shuej21","fagr",169,NA,NA,NA,"","fagr","1",747472.489124514,4308616.58510575,"RH","RH","10/30/2023 7:46:13 PM",0,-78.1466795251905,38.8915868352139,89.5000527897639,108.045836600404,NA,"A",2023-10-30
"5646",5646,5646,5646,5646,5646,5646,5646,50331,"old_trees",40976,506,1,8.3,11.6,285,1.3,"F","A","A","",1,1,292,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"7c9ba523-fd23-4172-b1c2-0c1ceb7be479","3/30/2023 4:12:53 PM","shuej21","10/5/2023 5:16:34 PM","shuej21","litu",285,NA,NA,NA,"","litu","1",747471.205935889,4308620.15629328,"IK","IK","10/5/2023 5:16:28 PM",0,-78.1466930160832,38.8916193384676,88.3000585438516,111.646555487923,NA,"A",2023-10-05
