"OBJECTID","quadrat","tag","StemTag","sp","lx","ly","hom","dbh_2023","status_2023","codes_2023","notes_2023","living_status_2023","fad_2023","wound_2023","rot_2023","canker_2023","comment_mortality_2023","x","y","status_2024","living_status_2024","crown_position_2024","crown_intact","crown_living","fad_choices","fad_2024","liana_load","wound_2024","rot_2024","canker_2024","lean_angle","lean_direction","dead_with_resprout","crown_check","dbh_dead_2024","dead_dbh_check","comment_mortality_2024","mort_census_status","personnel_list","GlobalID","EditDate","Editor","date_measured","dbh_verified"
5733,626,62319,1,"caovl",12.1,17.7,1.3,380,"LI","","","AU","I,LF",NA,NA,NA,"",-78.14630187,38.89528313,"LI","AU",3,100,100,"LF","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","df1e4702-3765-4b20-9af5-0d8eee6bb33c","7/18/2024 8:16:31 PM","shuej21","7/18/2024 8:16:02 PM",""
5734,626,62321,1,"litu",16.7,12.1,1.3,229,"LI","","","A","",NA,NA,NA,"",-78.14635131,38.89526108,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","a2b2402b-257d-4158-b79d-d443611d902b","7/18/2024 8:17:55 PM","shuej21","7/18/2024 8:17:30 PM",""
5735,626,62323,1,"litu",7.6,13.7,1.3,159,"LI","","","A","",NA,NA,NA,"",-78.1464332,38.89523772,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","b517ae6f-7cae-4d70-a2d1-d5a6c73f28fd","7/18/2024 8:29:11 PM","shuej21","7/18/2024 8:29:00 PM",""
5736,626,62324,1,"litu",8.2,19.7,1.3,215,"LI","","Corrected HOM mark to uphill side","A","",NA,NA,NA,"",-78.14642572,38.8952917,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","f58251cb-d021-47f3-80ed-728cee70a2fb","7/18/2024 8:30:00 PM","shuej21","7/18/2024 8:29:40 PM",""
5737,626,62328,1,"litu",3.3,14.8,1.3,323,"LI","","Tag found and replaced","A","",NA,NA,NA,"",-78.14648264,38.89524793,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","df364986-e24b-4e6d-80ca-bfcb638a2b2c","7/18/2024 8:28:35 PM","shuej21","7/18/2024 8:28:12 PM",""
5738,627,62329,1,"litu",0.8,0.5,1.3,558,"LI","","","A","",NA,NA,NA,"",-78.14651092,38.89529944,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","5ef713d3-3770-4c35-b649-a8dcaede01ed","7/18/2024 8:27:20 PM","shuej21","7/18/2024 8:27:03 PM",""
5739,627,62330,1,"litu",4.6,2.5,1.3,693,"LI","","","A","",NA,NA,NA,"",-78.14646694,38.89531717,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","7bcbddc8-a99b-48f3-86b9-f47f49c88791","8/26/2024 5:52:52 PM","shuej21","8/26/2024 5:52:35 PM",""
5740,627,62331,1,"cato",8.4,2.1,1.3,162,"LI","","","A","",NA,NA,NA,"",-78.1464232,38.8953133,"LI","A",1,100,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","0c4648af-8abb-49cf-8be9-661a64cec841","8/26/2024 5:51:59 PM","shuej21","8/26/2024 5:51:42 PM",""
5741,627,62333,1,"litu",9.6,4.2,1.3,615,"LI","","","A","",NA,NA,NA,"",-78.14640917,38.89533212,"LI","A",4,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","688627f4-7117-4b3e-8f0f-fc13d9a50a3c","8/26/2024 5:50:12 PM","shuej21","8/26/2024 5:50:01 PM",""
5742,627,62334,1,"litu",8.1,9.8,1.3,540,"LI","","","A","",NA,NA,NA,"",-78.14642594,38.89538265,"LI","A",3,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","bd4440fb-58bc-42c9-afac-2add376de772","8/26/2024 5:58:10 PM","shuej21","8/26/2024 5:58:01 PM",""
5743,627,62338,1,"litu",19.9,7.5,1.3,748,"LI","BT","Big Tree? Corrected HOM mark to uphill side","AU","R,W",3,3,NA,"",-78.14629019,38.89536108,"LI","AU",4,80,75,"R","W,R",NA,3,3,NA,NA,NA,NA,NA,NA,"","","finished","RH","7569cd23-db91-4748-937c-7763519ea589","6/26/2024 4:02:49 PM","shuej21","6/26/2024 4:02:36 PM",""
5744,627,62339,1,"litu",12.8,7.3,1.3,404,"LI","RT","","A","",NA,NA,NA,"",-78.14637201,38.8953598,"LI","A",3,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","0ddbb944-20f9-4ee9-a062-5d4faee7969e","8/26/2024 5:30:47 PM","shuej21","8/26/2024 5:30:38 PM",""
5745,627,62340,1,"litu",12.8,4,1.3,667,"LI","","","A","",NA,NA,NA,"",-78.14637232,38.89533008,"LI","A",3,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","79f507c7-c450-4aac-87ae-f899aa86d526","8/26/2024 5:28:33 PM","shuej21","8/26/2024 5:28:12 PM",""
5746,627,62343,1,"caca",17.2,11.2,1.3,112,"LI","","","AU","W",3,NA,NA,"",-78.14632095,38.89539459,"LI","AU",1,90,75,"W","W",NA,1,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","e8eb6be8-b7c6-466a-943b-0c18fdb6c0cc","8/26/2024 6:10:51 PM","shuej21","8/26/2024 5:40:32 PM",""
5747,627,62345,1,"litu",18.4,14.5,1.3,165,"LI","","Corrected HOM mark to uphill side","A","",NA,NA,NA,"",-78.14630682,38.89542422,"LI","A",2,65,60,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Seems very sparse","finished","RH","07e05a9b-4989-4187-bee1-81a46ca18903","8/26/2024 5:44:48 PM","shuej21","8/26/2024 5:44:03 PM",""
5748,627,62346,1,"quve",16.2,15.3,1.3,486,"LI","","","AU","R,W,K",2,2,1,"",-78.14633209,38.89543159,"LI","AU",3,95,90,"K","F,K",NA,NA,NA,1,NA,NA,NA,NA,NA,"","","finished","RH","4202b00d-5b63-4431-9484-8bc47a2f5fd5","8/26/2024 6:32:02 PM","shuej21","8/26/2024 5:33:18 PM",""
5749,627,62347,1,"litu",18.2,18.1,1.3,188,"LI","","","A","",NA,NA,NA,"",-78.14630879,38.89545665,"LI","A",2,85,85,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","95d7c198-5755-4798-858f-229ff8a14ca8","8/26/2024 6:33:38 PM","shuej21","8/26/2024 5:45:17 PM",""
5750,627,62349,1,"cagl",14.6,16.5,1.3,229,"LI","","","A","",NA,NA,NA,"",-78.14635042,38.89544251,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","803b336f-d8ac-4530-bd58-a50a9bfaa42b","8/26/2024 6:29:51 PM","shuej21","8/26/2024 5:36:01 PM",""
5751,627,62352,1,"cato",2.9,10.2,1.3,235,"LI","","","AU","AN",NA,NA,NA,"",-78.14648581,38.89538663,"LI","AU",2,100,95,"AN","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sapsucker holes","finished","RH","69ffae1a-75af-4537-8a99-4ec7f2d221be","8/26/2024 6:04:55 PM","shuej21","8/26/2024 6:04:45 PM",""
5752,627,62353,1,"cagl",5.7,10,1.3,313,"LI","","","A","",NA,NA,NA,"",-78.14645357,38.89538463,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","f7c5ab1f-abc4-4ffc-95c6-e2de1cc2eb2c","8/26/2024 6:06:03 PM","shuej21","8/26/2024 6:06:01 PM",""
5753,627,62358,1,"quve",0.5,18.5,1.3,725,"LI","","","A","",NA,NA,NA,"",-78.1465127,38.89546154,"LI","A",4,100,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","c0078846-bc79-476b-ab79-26e28c20f1b2","8/26/2024 6:08:53 PM","shuej21","8/26/2024 6:08:38 PM",""
5754,628,62362,1,"cagl",9.6,1.9,1.3,447,"LI","","","AU","AN",NA,NA,NA,"",-78.14640752,38.8954915,"LI","AU",4,95,90,"AN","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sapsucker holes","finished","RH","97350c71-8291-4b18-9bf7-8c7cd5c9718c","8/26/2024 7:29:44 PM","shuej21","8/26/2024 7:29:12 PM",""
5755,628,62364,1,"cato",6.3,6.9,1.3,132,"LI","","","AU","CR",NA,NA,NA,"",-78.14644508,38.89553676,"LI","A",3,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","b412836c-ce39-40f1-a94c-780dab0b5c01","8/26/2024 7:30:48 PM","shuej21","8/26/2024 7:30:28 PM",""
5756,628,62365,1,"qupr",3.3,4.8,1.3,535,"LI","I","","AU","W,R,DF",2,2,NA,"",-78.14647985,38.89551807,"DS","",4,70,NA,"DF","W,R,DF",NA,2,2,NA,NA,NA,NA,NA,531,"","","finished","RH","100b0fda-abea-4a1b-81e7-b48f36af459c","8/26/2024 8:58:55 PM","shuej21","8/26/2024 7:35:51 PM",""
5757,628,62370,1,"litu",19.4,14.5,1.3,363,"LI","","","A","",NA,NA,NA,"",-78.14629343,38.89560424,"LI","A",3,80,80,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","3720b188-12f4-4197-a0c4-7e79681d0d7e","8/26/2024 7:42:13 PM","shuej21","8/26/2024 7:42:02 PM",""
5758,628,62372,1,"quru",15.2,16.9,1.3,614,"LI","","","A","",NA,NA,NA,"",-78.1463416,38.89562615,"LI","A",4,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","92b7b3e5-7143-423b-91c1-72dbd42f24d8","8/26/2024 7:45:19 PM","shuej21","8/26/2024 7:44:04 PM",""
5759,628,62374,1,"cato",0.2,10.1,1.3,219,"LI","","","A","",NA,NA,NA,"",-78.14651507,38.89556602,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","70b460e3-21a7-488a-b257-be32ed8b9349","8/26/2024 7:31:58 PM","shuej21","8/26/2024 7:31:42 PM",""
5760,628,62378,1,"cagl",3.4,17.7,1.3,318,"LI","","","A","",NA,NA,NA,"",-78.14647749,38.89563422,"LI","A",4,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","d3a44b89-6407-49ec-9d00-2c6a43b9a690","8/26/2024 7:47:33 PM","shuej21","8/26/2024 7:47:16 PM",""
5761,629,62381,1,"nysy",6.2,0.9,1.3,175,"LI","","","AU","K",NA,NA,1,"",-78.14644493,38.89566283,"LI","AU",2,90,90,"R","W,R",NA,1,1,NA,NA,NA,NA,NA,NA,"","","finished","RH","10fb5e91-98e1-4349-b5ad-b1f59c57d39e","9/3/2024 5:48:12 PM","shuej21","9/3/2024 5:10:04 PM",""
5762,629,62382,1,"litu",3.9,7.9,1.3,675,"LI","","","A","",NA,NA,NA,"",-78.14647078,38.89572603,"LI","A",4,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","773f7e69-e6ad-4718-87b8-402a37ca17b5","9/3/2024 5:12:51 PM","shuej21","9/3/2024 5:12:32 PM",""
5763,629,62384,1,"juni",14,0.7,1.3,519,"LI","","","AU","DF",NA,NA,NA,"",-78.14635507,38.89566046,"LI","AU",3,90,65,"DF","DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","5482b770-7e2f-4b13-9cf7-7c6308465fa0","9/3/2024 4:53:26 PM","shuej21","9/3/2024 4:53:23 PM",""
5764,629,62386,1,"litu",17.7,6.7,1.3,551,"LI","","","A","",NA,NA,NA,"",-78.14631188,38.89571422,"LI","A",4,100,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","bb19f68c-7cb6-4273-a77f-0948d486005d","9/3/2024 4:48:34 PM","shuej21","9/3/2024 4:48:04 PM",""
5765,629,62390,1,"litu",14.9,19.4,1.3,268,"LI","","","A","",NA,NA,NA,"",-78.14634296,38.89582878,"LI","A",2,90,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","3ff9c886-b4c0-4f66-a975-3c9472c5987c","9/3/2024 4:57:43 PM","shuej21","9/3/2024 4:57:27 PM",""
5766,629,62391,1,"litu",11,18.9,1.3,694,"LI","","Corrected HOM mark to uphill side","A","",NA,NA,NA,"",-78.14638794,38.89582456,"LI","AU",4,95,90,"F","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","037e48e8-653b-4644-8387-9139b80ef449","9/3/2024 5:17:53 PM","shuej21","9/3/2024 5:01:02 PM",""
5767,629,62393,1,"litu",8.7,17.2,1.3,590,"LI","","","AU","K",NA,NA,1,"",-78.1464146,38.89580942,"LI","A",3,95,90,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","a96de3af-b4a9-42e4-b428-40087a1d2a94","9/3/2024 5:03:48 PM","shuej21","9/3/2024 5:03:17 PM",""
5768,629,62395,1,"litu",5.7,19,1.3,619,"LI","","","A","",NA,NA,NA,"",-78.146449,38.89582584,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","dae97c4a-a7b8-42d5-bbab-3b782e91a5ad","9/3/2024 5:04:44 PM","shuej21","9/3/2024 5:04:27 PM",""
5769,629,62398,1,"litu",0.7,18.4,1.3,509,"LI","","","A","",NA,NA,NA,"",-78.14650667,38.89582081,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","bf700142-b017-4be4-8d39-0d7ca1bc2f05","9/3/2024 5:05:13 PM","shuej21","9/3/2024 5:05:00 PM",""
5770,629,62401,1,"litu",0.1,11.1,1.3,565,"LI","RT","Replaced tag","A","",NA,NA,NA,"",-78.14651427,38.89575512,"LI","A",4,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","4c1b2f8d-65c5-4b34-b44c-a65e3367a30b","9/3/2024 5:15:09 PM","shuej21","9/3/2024 5:15:00 PM",""
5771,630,62403,1,"litu",3.2,2.4,1.3,124,"LI","","","A","",NA,NA,NA,"",-78.14647749,38.89585664,"LI","A",2,90,85,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","e58eace6-17cb-4063-80d0-e9bc362bbabe","9/3/2024 8:40:32 PM","shuej21","9/3/2024 7:53:00 PM",""
5772,630,62404,1,"quru",8.9,7.5,1.3,409,"LI","RT","Replaced tag","A","",NA,NA,NA,"",-78.14641134,38.89590215,"LI","A",3,95,85,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","ec7c3df7-626e-4677-a3c8-9db034e1196e","9/3/2024 7:50:51 PM","shuej21","9/3/2024 7:50:00 PM",""
5773,630,62407,1,"cagl",1.2,8.9,1.3,194,"LI","","","A","",NA,NA,NA,"",-78.14649993,38.89591532,"LI","A",3,100,95,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","466ea147-1578-4a5a-8c80-1a0bb52be3ef","9/3/2024 7:48:56 PM","shuej21","9/3/2024 7:48:15 PM",""
5774,630,62409,1,"litu",16.9,2.7,1.3,443,"LI","","","A","",NA,NA,NA,"",-78.14631961,38.89585835,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","560ca32b-ef76-40c9-9921-4f6714bd460a","9/3/2024 7:40:28 PM","shuej21","9/3/2024 7:40:11 PM",""
5775,630,62413,1,"cato",16.7,12.5,1.3,288,"LI","","","A","",NA,NA,NA,"",-78.146321,38.8959466,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","1ca7c5d0-74da-4a5c-95fc-395dd44c0199","9/3/2024 7:41:51 PM","shuej21","9/3/2024 7:41:35 PM",""
5776,630,62421,1,"cato",7.7,18.5,1.3,250,"LI","","","A","",NA,NA,NA,"",-78.14642414,38.89600129,"LI","A",3,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","6f7dc65e-5431-4138-897e-8064c716544a","9/3/2024 7:46:36 PM","shuej21","9/3/2024 7:46:13 PM",""
5777,630,62422,1,"litu",3.5,19.6,1.3,539,"LI","RT","Replaced tag","AU","K",NA,NA,1,"",-78.14647244,38.89601149,"LI","A",4,100,97,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","000f617d-3457-405c-aee2-976075fb846c","9/3/2024 7:55:44 PM","shuej21","9/3/2024 7:55:10 PM",""
5778,631,62426,1,"litu",5.5,8.3,1.3,162,"LI","RT","","A","",NA,NA,NA,"",-78.14644858,38.89608969,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","8f322cab-a854-45dc-a274-e0fb5388e562","9/4/2024 6:03:08 PM","shuej21","9/4/2024 6:03:00 PM",""
5779,631,62427,1,"litu",4.9,9.8,1.3,380,"LI","RT","","A","",NA,NA,NA,"",-78.14645535,38.89610324,"LI","A",3,100,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","fb8048c3-0c9e-4aa4-8797-f6fdeea62c2e","9/4/2024 6:04:45 PM","shuej21","9/4/2024 6:04:30 PM",""
5780,631,62435,1,"cagl",19.5,8.2,1.3,268,"LI","","","AU","W,R",2,2,NA,"",-78.14628727,38.89608777,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","7f6eecdb-1556-42b9-83ed-0a356616dc99","9/4/2024 6:07:50 PM","shuej21","9/4/2024 6:07:44 PM",""
5781,631,62437,1,"ceca",20,13.5,1.3,127,"LI","I","Split trunk","AU","W,R,K",3,3,1,"",-78.14628102,38.89613546,"LI","AU",2,100,75,"K","W,R,K",NA,3,3,2,NA,NA,NA,NA,NA,"","Needs pictures taken","finished","RH","855858c2-5fc3-4ad7-941f-b3c661bae9a5","9/4/2024 6:10:17 PM","shuej21","6/26/2024 8:27:02 PM",""
5782,631,62439,1,"qual",18.2,16.5,1.3,573,"LI","","","AU","K",NA,NA,1,"",-78.14630148,38.8961626,"LI","A",4,65,60,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","5ef5c57d-df48-4e7b-ba7a-e26b16079b74","9/4/2024 5:17:23 PM","shuej21","9/4/2024 5:17:13 PM",""
5783,631,62441,1,"cato",11.1,15.6,1.3,310,"LI","","","AU","AN",NA,NA,NA,"",-78.14638337,38.89615501,"LI","AU",2,75,75,"B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tree broken 45 percent of the way up. New growth is not equal to diameter at breakage","finished","RH","3064bdf8-fdd9-41df-8ddd-e24665b0bae3","9/4/2024 5:22:21 PM","shuej21","9/4/2024 5:22:07 PM",""
5784,631,62442,1,"litu",7.1,11.2,1.3,122,"LI","RT","","A","",NA,NA,NA,"",-78.14642987,38.89611568,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","baa6800f-5adb-4bee-95ce-68c9bc1be85a","9/4/2024 6:02:06 PM","shuej21","9/4/2024 6:02:01 PM",""
5785,631,62443,1,"litu",8.9,19.2,1.3,141,"LI","","","AU","B",NA,NA,NA,"",-78.14640839,38.89618759,"LI","A",2,100,85,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","d19ba2f2-fa0b-47c5-a660-a2ee7aef8c14","9/4/2024 5:37:11 PM","shuej21","9/4/2024 5:37:01 PM",""
5786,631,62444,1,"litu",4.5,19,1.3,215,"LI","","Species is not litu is cato","A","",NA,NA,NA,"",-78.1464591,38.89618611,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Species is cato not litu","finished","RH","4cdf2934-09f7-4555-a52f-919729edff19","9/4/2024 5:59:51 PM","shuej21","9/4/2024 5:59:04 PM",""
5787,632,62445,1,"cato",9.5,1.4,1.3,243,"LI","DV","","AU","K,W,AN",1,NA,1,"",-78.14640127,38.89620736,"LI","AU",3,100,100,"AN","W,R,AN",NA,1,1,NA,NA,NA,NA,NA,NA,"","Sapsucker holes","finished","RH","47ac3310-726c-49cf-ab83-ce8a67b8a0f0","9/4/2024 5:36:27 PM","shuej21","9/4/2024 5:36:24 PM",""
5788,632,62447,1,"cato",12.2,2.6,1.3,347,"LI","","","A","",NA,NA,NA,"",-78.14637005,38.89621796,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","11afb2c0-ffb9-4b1d-a33f-f1c298f5b27a","9/4/2024 5:37:51 PM","shuej21","9/4/2024 5:34:03 PM",""
5789,632,62449,1,"qual",18.7,3.9,1.3,915,"LI","BT","","AU","K",NA,NA,1,"",-78.14629503,38.8962292,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","c4afdc33-8146-4db8-99cd-f6068f6ef18f","9/4/2024 5:14:34 PM","shuej21","9/4/2024 5:14:14 PM",""
5790,632,62450,1,"cagl",14.8,9.2,1.3,323,"LI","","Woodpecker hole","AU","W,R,AN",3,3,NA,"",-78.14633947,38.8962772,"LI","AU",2,100,100,"R","W,R",NA,2,2,NA,NA,NA,NA,NA,NA,"","","finished","RH","4cc776f5-5083-412f-80ca-a127f3f777f7","9/4/2024 5:31:35 PM","shuej21","9/4/2024 5:30:05 PM",""
5791,632,62452,1,"qual",15.5,13.1,1.3,794,"LI","","Replaced tag","AU","K",NA,NA,2,"",-78.14633104,38.89631227,"LI","A",4,95,93,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","7fa1fe40-8ee9-4bda-a7d5-55746858d095","9/4/2024 5:26:24 PM","shuej21","9/4/2024 5:26:05 PM",""
5792,632,62453,1,"cato",19.4,19.4,1.3,161,"LI","","","A","",NA,NA,NA,"",-78.14628552,38.89636871,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","d6acee98-e47d-41d2-8a8a-a1111b1b83f7","9/4/2024 5:27:58 PM","shuej21","9/4/2024 5:27:41 PM",""
5793,632,62457,1,"nysy",7.5,11.7,1.3,158,"LI","","Corrected HOM mark to uphill side; replaced tag","A","",NA,NA,NA,"",-78.14642335,38.89630025,"LI","A",4,100,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","4e38fb90-f9ba-4532-8d19-e08e01bf736f","9/4/2024 5:48:07 PM","shuej21","9/4/2024 5:48:01 PM",""
5794,632,62463,1,"nysy",4.6,16.7,1.3,116,"LI","","","A","",NA,NA,NA,"",-78.1464563,38.89634548,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","8952c3eb-30b1-4d57-91bb-0c659f56ded9","9/4/2024 5:48:56 PM","shuej21","9/4/2024 5:48:37 PM",""
5795,632,62464,1,"nysy",4.1,16.1,1.3,265,"LI","","","A","",NA,NA,NA,"",-78.14646212,38.89634011,"LI","A",4,90,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","6c412223-d13f-4674-bbe8-22617fb1a6f7","9/4/2024 5:50:56 PM","shuej21","9/4/2024 5:50:39 PM",""
5796,632,62466,1,"nysy",0.6,14.9,1.3,233,"LI","","","A","",NA,NA,NA,"",-78.14650256,38.89632956,"LI","A",3,95,95,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","ba30d3cf-9604-4f0a-a582-040d864838f0","9/4/2024 5:51:49 PM","shuej21","9/4/2024 5:51:14 PM",""
5797,606,63152,1,"litu",0,5,1.3,399,"LI","","","A","",NA,NA,NA,"",-78.14655883,38.89155816,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RT","finished","Other","e8ecb6b0-6a05-4b3e-8851-0f3588525762","6/11/2024 8:38:28 PM","shuej21","6/11/2024 8:38:01 PM",""
5798,701,70002,1,"caco",6.6,3.6,1.3,560,"LI","","","A","",NA,NA,NA,"",-78.1462618,38.89064317,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","3e80142f-b50b-4ba7-be29-55fd4e5761fb","7/18/2024 2:38:55 PM","shuej21","7/18/2024 2:38:34 PM",""
5799,701,70007,1,"fagr",8.7,10.6,1.3,195,"LI","","","A","",NA,NA,NA,"",-78.14623696,38.89070605,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","b4709da5-2d7c-4995-b530-8f1139eaf34a","7/18/2024 2:34:05 PM","shuej21","7/18/2024 2:34:02 PM",""
5800,701,70008,1,"quve",8.7,11.3,1.3,689,"LI","","","A","",NA,NA,NA,"",-78.14623689,38.89071235,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","f54d7b9a-a673-482b-a1f4-27a7674257ac","7/18/2024 2:33:39 PM","shuej21","7/18/2024 2:33:20 PM",""
5801,701,70009,1,"cagl",5.7,12.2,1.3,137,"LI","","","A","",NA,NA,NA,"",-78.14627137,38.89072068,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","ad52ef91-b4ca-4ae7-9d00-fd290253c791","7/18/2024 2:32:43 PM","shuej21","7/18/2024 2:32:19 PM",""
5802,701,70013,1,"acru",0,10.8,1.3,239,"LI","","","A","",NA,NA,NA,"",-78.14633717,38.89070848,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","236b8e40-2698-4eb4-9c11-881439d88d25","7/18/2024 2:34:50 PM","shuej21","7/18/2024 2:34:27 PM",""
5803,701,70016,1,"quve",1.7,17.8,1.3,550,"LI","","","A","",NA,NA,NA,"",-78.14631694,38.89077139,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","40a36e6e-a5b3-45c3-a358-1b9e404dcbd0","7/18/2024 2:30:00 PM","shuej21","7/18/2024 2:29:34 PM",""
5804,701,70017,1,"qual",3.4,17.7,1.3,163,"LI","","","A","",NA,NA,NA,"",-78.14629736,38.89077037,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","33c19308-4552-4b29-8005-e9aab27c7536","7/18/2024 2:30:30 PM","shuej21","7/18/2024 2:30:13 PM",""
5805,701,70018,1,"fagr",8.4,17,1.3,265,"LI","","","A","",NA,NA,NA,"",-78.14623982,38.8907637,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","f6b3009d-4b6c-45dc-b8f2-f12025ba7825","7/18/2024 2:31:11 PM","shuej21","7/18/2024 2:31:00 PM",""
5806,701,70019,1,"fagr",9.1,18.8,1.3,226,"LI","","","A","",NA,NA,NA,"",-78.14623158,38.89077986,"LI","A",2,100,100,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","21a855e8-4770-49ea-ad0f-766b33264c1f","7/18/2024 2:31:37 PM","shuej21","7/18/2024 2:31:17 PM",""
5807,701,70021,1,"qual",8.3,19,1.3,121,"LI","","","A","",NA,NA,NA,"",-78.14632386,38.89078725,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","fe3b2a5e-aa41-43cd-bd69-c93ceccfad83","7/18/2024 2:29:25 PM","shuej21","7/18/2024 2:29:06 PM",""
