"Species","survey_year","dbh_class","mortality_rate","LCI_95","UCI_95","mean_dbh","N0","n_died","mean_timeint_yr"
"qual","2019","(152,231]",3.26,0,12.77,186.9,30,1,1.02
"qual","2020","(152,231]",6.88,0,19.02,185.55,29,2,1
"qual","2021","(152,231]",0,0,0,185.96,27,0,0.93
"qual","2022","(152,231]",3.56,0,11.05,185.96,27,1,1.04
"qual","2013","(231,351]",0,0,0,294.05,56,0,4.73
"qual","2014","(231,351]",1.44,0,5.26,294.05,56,1,1.24
"qual","2015","(231,351]",2.29,0,8.41,295,55,1,0.79
"qual","2016","(231,351]",1.85,0,6.51,296.11,54,1,1
"qual","2017","(231,351]",1.82,0,6.05,296.71,53,1,1.04
"qual","2018","(231,351]",7.88,1.75,15.17,297.96,52,4,0.98
"qual","2019","(231,351]",2.14,0,6.8,303.13,45,1,1.04
"qual","2020","(231,351]",4.5,0,10.82,302.27,44,2,1.01
"qual","2021","(231,351]",5.27,0,13.63,300.76,42,2,0.9
"qual","2022","(231,351]",2.39,0,8.01,299.58,40,1,1.05
"qual","2013","(351,534]",0,0,0,454.16,130,0,4.76
"qual","2014","(351,534]",0,0,0,454.16,130,0,1.22
"qual","2015","(351,534]",1.94,0,5.32,454.16,130,2,0.79
"qual","2016","(351,534]",0,0,0,454.1,128,0,0.99
"qual","2017","(351,534]",0,0,0,454.1,128,0,1.04
"qual","2018","(351,534]",2.43,0,6.43,454.1,128,3,0.97
"qual","2019","(351,534]",0,0,0,458.49,117,0,1.04
"qual","2020","(351,534]",0.85,0,2.99,458.49,117,1,1.01
"qual","2021","(351,534]",2.85,0,6.47,457.84,116,3,0.91
"qual","2022","(351,534]",4.24,0.97,7.98,458.74,113,5,1.04
"qual","2013","(534,811]",0,0,0,644.44,139,0,4.77
"qual","2014","(534,811]",0,0,0,645.04,140,0,1.22
"qual","2015","(534,811]",0.9,0,3.47,645.04,140,1,0.79
"qual","2016","(534,811]",0.72,0,2.47,644.72,139,1,1
"qual","2017","(534,811]",0,0,0,644.71,138,0,1.04
"qual","2018","(534,811]",0,0,0,644.71,138,0,0.97
"qual","2019","(534,811]",0,0,0,650.1,144,0,1.05
"qual","2020","(534,811]",0.69,0,2.51,650.1,144,1,1
"qual","2021","(534,811]",0.77,0,2.79,650.03,143,1,0.91
"qual","2022","(534,811]",0.69,0,2.2,649.51,142,1,1.02
"qual","2013","(811,1.23e+03]",0,0,0,887.07,9,0,4.81
"qual","2014","(811,1.23e+03]",0,0,0,887.07,9,0,1.19
"qual","2015","(811,1.23e+03]",0,0,0,887.07,9,0,0.79
"qual","2016","(811,1.23e+03]",0,0,0,887.07,9,0,0.99
"qual","2017","(811,1.23e+03]",0,0,0,887.07,9,0,1.02
"qual","2018","(811,1.23e+03]",0,0,0,887.07,9,0,0.97
"qual","2019","(811,1.23e+03]",0,0,0,882.25,12,0,1.06
"qual","2020","(811,1.23e+03]",0,0,0,882.25,12,0,1.03
"qual","2021","(811,1.23e+03]",0,0,0,882.25,12,0,0.89
"qual","2022","(811,1.23e+03]",0,0,0,882.25,12,0,1.06
"quco","2013","(534,811]",0,0,0,644.7,1,0,4.79
"quco","2014","(534,811]",0,0,0,644.7,1,0,1.21
"quco","2015","(534,811]",0,0,0,644.7,1,0,0.79
"quco","2016","(534,811]",0,0,0,644.7,1,0,0.99
"quco","2017","(534,811]",0,0,0,644.7,1,0,1.04
"quco","2018","(534,811]",0,0,0,644.7,1,0,1.02
"quco","2019","(534,811]",0,0,0,665,1,0,1.02
"quco","2020","(534,811]",0,0,0,665,1,0,0.99
"quco","2021","(534,811]",0,0,0,665,1,0,0.86
"quco","2022","(534,811]",0,0,0,665,1,0,0.98
"qufa","2013","(534,811]",0,0,0,735.2,1,0,4.65
"qufa","2014","(534,811]",0,0,0,735.2,1,0,1.24
"qufa","2015","(534,811]",0,0,0,735.2,1,0,0.79
"qufa","2016","(534,811]",0,0,0,735.2,1,0,0.97
"qufa","2017","(534,811]",0,0,0,735.2,1,0,1.06
"qufa","2018","(534,811]",0,0,0,735.2,1,0,1.02
"qufa","2019","(534,811]",0,0,0,772,1,0,1.03
"qufa","2020","(534,811]",0,0,0,772,1,0,1
"qufa","2021","(534,811]",0,0,0,772,1,0,0.84
"qufa","2022","(534,811]",0,0,0,772,1,0,0.96
"qumi","2013","(152,231]",0,0,0,165.3,1,0,4.79
"qumi","2014","(152,231]",0,0,0,165.3,1,0,1.21
"qumi","2015","(152,231]",0,0,0,165.3,1,0,0.79
"qumi","2016","(152,231]",0,0,0,165.3,1,0,0.99
"qumi","2017","(152,231]",0,0,0,165.3,1,0,1.04
"qumi","2018","(152,231]",0,0,0,165.3,1,0,1.02
"qumi","2019","(152,231]",0,0,0,174,1,0,1.02
"qumi","2020","(152,231]",0,0,0,174,1,0,1
"qumi","2021","(152,231]",0,0,0,174,1,0,0.85
"qumi","2022","(152,231]",0,0,0,174,1,0,0.98
"qumi","2013","(231,351]",0,0,0,252,1,0,4.83
"qumi","2014","(231,351]",0,0,0,252,1,0,1.16
"qumi","2015","(231,351]",0,0,0,252,1,0,0.81
"qumi","2016","(231,351]",100,100,100,252,1,1,0.98
"qumi","2013","(351,534]",0,0,0,441.1,1,0,4.53
"qumi","2014","(351,534]",0,0,0,441.1,1,0,1.37
"qumi","2015","(351,534]",0,0,0,441.1,1,0,0.76
"qumi","2016","(351,534]",0,0,0,441.1,1,0,1
"qumi","2017","(351,534]",0,0,0,441.1,1,0,1.08
"qumi","2018","(351,534]",100,100,100,441.1,1,1,0.88
"qumi","2013","(534,811]",0,0,0,567.8,1,0,4.83
"qumi","2014","(534,811]",0,0,0,567.8,1,0,1.16
"qumi","2015","(534,811]",0,0,0,567.8,1,0,0.81
"qumi","2016","(534,811]",0,0,0,567.8,1,0,0.98
"qumi","2017","(534,811]",0,0,0,567.8,1,0,1.02
"qumi","2018","(534,811]",0,0,0,567.8,1,0,1.03
"qumi","2019","(534,811]",0,0,0,580,1,0,1
"qumi","2020","(534,811]",0,0,0,580,1,0,1.03
"qumi","2021","(534,811]",0,0,0,580,1,0,0.85
"qumi","2022","(534,811]",0,0,0,580,1,0,1.09
"qupr","2013","[100,152]",0,0,0,124.55,42,0,4.72
"qupr","2014","[100,152]",1.96,0,6.95,124.55,42,1,1.22
"qupr","2015","[100,152]",9.15,0,23.16,124.79,41,3,0.79
"qupr","2016","[100,152]",13.2,4.8,25.67,124.18,38,5,1
"qupr","2017","[100,152]",2.96,0,12.17,124.63,33,1,1.02
"qupr","2018","[100,152]",6.75,0,19.34,125.06,32,2,0.92
"qupr","2019","[100,152]",0,0,0,129.04,28,0,1.04
"qupr","2020","[100,152]",12.97,0,31.37,127.9,30,4,1.03
"qupr","2021","[100,152]",0,0,0,125.85,26,0,0.96
"qupr","2022","[100,152]",0,0,0,125.85,26,0,1.07
"qupr","2013","(152,231]",0,0,0,184.18,40,0,4.68
"qupr","2014","(152,231]",4.04,0,10.67,184.18,40,2,1.24
"qupr","2015","(152,231]",3.31,0,11.36,183.97,38,1,0.79
"qupr","2016","(152,231]",5.43,0,13.22,183.81,37,2,1
"qupr","2017","(152,231]",2.81,0,9.53,184.22,35,1,1.02
"qupr","2018","(152,231]",0,0,0,184.95,34,0,0.95
"qupr","2019","(152,231]",2.98,0,10.14,186,33,1,1.02
"qupr","2020","(152,231]",3.06,0,9.3,185.66,32,1,1.02
"qupr","2021","(152,231]",16.44,5.56,30.65,186.1,31,5,0.98
"qupr","2022","(152,231]",10.95,0,23.51,186.85,26,3,1.06
"qupr","2013","(231,351]",0,0,0,289.9,39,0,4.67
"qupr","2014","(231,351]",3.91,0,11.04,289.08,40,2,1.29
"qupr","2015","(231,351]",0,0,0,291.24,38,0,0.78
"qupr","2016","(231,351]",0,0,0,291.24,38,0,1
"qupr","2017","(231,351]",2.57,0,9.32,291.24,38,1,1.03
"qupr","2018","(231,351]",2.91,0,10.44,290.19,37,1,0.93
"qupr","2019","(231,351]",6.01,0,16.08,287.94,32,2,1.04
"qupr","2020","(231,351]",3.25,0,7.02,288.13,30,1,1.03
"qupr","2021","(231,351]",3.47,0,13.62,286,29,1,0.99
"qupr","2022","(231,351]",17.02,0,34.31,286.18,28,5,1.05
"qupr","2013","(351,534]",0,0,0,439.64,64,0,4.7
"qupr","2014","(351,534]",0,0,0,439.64,64,0,1.24
"qupr","2015","(351,534]",0,0,0,439.64,64,0,0.79
"qupr","2016","(351,534]",0,0,0,439.64,64,0,1
"qupr","2017","(351,534]",6.07,1.47,12.42,439.64,64,4,1.03
"qupr","2018","(351,534]",3.57,0,8.18,435.81,60,2,0.93
"qupr","2019","(351,534]",0,0,0,438.27,60,0,1.04
"qupr","2020","(351,534]",6.59,0,14.33,438.27,60,4,1.01
"qupr","2021","(351,534]",7.26,1.74,14.43,436.62,56,4,0.98
"qupr","2022","(351,534]",9.38,2.67,16.21,435.57,51,5,1.05
"qupr","2013","(534,811]",0,0,0,615.89,46,0,4.68
"qupr","2014","(534,811]",0,0,0,615.89,46,0,1.26
"qupr","2015","(534,811]",2.77,0,9.82,615.89,46,1,0.78
"qupr","2016","(534,811]",0,0,0,614.54,45,0,1
"qupr","2017","(534,811]",4.35,0,10.9,614.54,45,2,1.02
"qupr","2018","(534,811]",2.46,0,8.43,616.41,43,1,0.94
"qupr","2019","(534,811]",0,0,0,624.93,45,0,1.05
"qupr","2020","(534,811]",0,0,0,624.93,45,0,1.01
"qupr","2021","(534,811]",4.53,0,12.14,624.93,45,2,0.98
"qupr","2022","(534,811]",0,0,0,625.49,43,0,1.03
"qupr","2013","(811,1.23e+03]",0,0,0,847.6,3,0,4.66
"qupr","2014","(811,1.23e+03]",0,0,0,847.6,3,0,1.35
"qupr","2015","(811,1.23e+03]",0,0,0,847.6,3,0,0.78
"qupr","2016","(811,1.23e+03]",0,0,0,847.6,3,0,1.01
"qupr","2017","(811,1.23e+03]",0,0,0,847.6,3,0,1.04
"qupr","2018","(811,1.23e+03]",0,0,0,847.6,3,0,0.88
"qupr","2019","(811,1.23e+03]",0,0,0,868.67,3,0,1.11
"qupr","2020","(811,1.23e+03]",0,0,0,868.67,3,0,1.05
"qupr","2021","(811,1.23e+03]",0,0,0,868.67,3,0,0.9
"qupr","2022","(811,1.23e+03]",0,0,0,868.5,2,0,1.19
"quru","2013","[100,152]",0,0,0,124.23,50,0,4.71
"quru","2014","[100,152]",1.65,0,5.29,124.23,50,1,1.22
"quru","2015","[100,152]",0,0,0,124.5,49,0,0.8
"quru","2016","[100,152]",0,0,0,124.5,49,0,0.99
"quru","2017","[100,152]",2,0,7.03,124.5,49,1,1.02
"quru","2018","[100,152]",0,0,0,124.78,48,0,0.95
"quru","2019","[100,152]",0,0,0,125.45,33,0,1.04
"quru","2020","[100,152]",7.48,0,16.53,122.62,39,3,1.03
"quru","2021","[100,152]",2.98,0,9.54,123.17,36,1,0.93
"quru","2022","[100,152]",0,0,0,123.46,35,0,1.06
"quru","2013","(152,231]",0,0,0,190.07,49,0,4.74
"quru","2014","(152,231]",3.29,0,8.33,189.65,50,2,1.22
"quru","2015","(152,231]",2.62,0,9.42,188.64,48,1,0.79
"quru","2016","(152,231]",4.28,0,11.73,189.23,47,2,0.99
"quru","2017","(152,231]",2.17,0,7.36,189.13,45,1,1.02
"quru","2018","(152,231]",2.34,0,7.18,189.47,44,1,0.97
"quru","2019","(152,231]",0,0,0,184,47,0,1.05
"quru","2020","(152,231]",4.18,0,11.22,184,47,2,1.02
"quru","2021","(152,231]",2.38,0,7.85,184.69,45,1,0.93
"quru","2022","(152,231]",0,0,0,185.18,44,0,1.05
"quru","2013","(231,351]",0,0,0,284.61,61,0,4.72
"quru","2014","(231,351]",4.04,0,9.62,284.61,61,3,1.22
"quru","2015","(231,351]",0,0,0,285.34,58,0,0.79
"quru","2016","(231,351]",3.47,0,9.66,285.34,58,2,0.99
"quru","2017","(231,351]",0,0,0,286.56,56,0,1.03
"quru","2018","(231,351]",1.91,0,6.71,286.56,56,1,0.94
"quru","2019","(231,351]",1.67,0,5.35,290.28,57,1,1.05
"quru","2020","(231,351]",5.28,0,11.6,290.62,56,3,1.02
"quru","2021","(231,351]",6.09,0,12.84,290.89,53,3,0.93
"quru","2022","(231,351]",3.83,0,9.4,289.51,49,2,1.07
"quru","2013","(351,534]",0,0,0,444.32,73,0,4.71
"quru","2014","(351,534]",0,0,0,444.32,73,0,1.26
"quru","2015","(351,534]",5.2,0,12.11,444.32,73,3,0.79
"quru","2016","(351,534]",0,0,0,443.7,70,0,1
"quru","2017","(351,534]",2.77,0,6.93,443.7,70,2,1.03
"quru","2018","(351,534]",0,0,0,443.73,68,0,0.95
"quru","2019","(351,534]",3.2,0,8.64,439.38,60,2,1.04
"quru","2020","(351,534]",1.7,0,5.79,439.26,58,1,1.02
"quru","2021","(351,534]",3.77,0,8.76,440.7,57,2,0.93
"quru","2022","(351,534]",5.16,0,11.09,440.29,55,3,1.06
"quru","2013","(534,811]",0,0,0,651.93,109,0,4.72
"quru","2014","(534,811]",0.75,0,2.21,651.93,109,1,1.23
"quru","2015","(534,811]",0,0,0,652.81,108,0,0.79
"quru","2016","(534,811]",1.86,0,4.66,652.81,108,2,1
"quru","2017","(534,811]",3.67,0.83,7.44,652.78,106,4,1.03
"quru","2018","(534,811]",2.07,0,5.32,653.76,102,2,0.95
"quru","2019","(534,811]",0.93,0,2.89,656.83,103,1,1.05
"quru","2020","(534,811]",3.88,0.86,8.15,657.75,102,4,1.01
"quru","2021","(534,811]",3.23,0,7.05,658.33,98,3,0.95
"quru","2022","(534,811]",2.95,0,6.47,660.3,96,3,1.06
"quru","2013","(811,1.23e+03]",0,0,0,892.59,22,0,4.71
"quru","2014","(811,1.23e+03]",0,0,0,892.59,22,0,1.28
"quru","2015","(811,1.23e+03]",5.8,0,20.82,892.59,22,1,0.78
"quru","2016","(811,1.23e+03]",0,0,0,893.28,21,0,1
"quru","2017","(811,1.23e+03]",0,0,0,893.28,21,0,1.02
"quru","2018","(811,1.23e+03]",0,0,0,893.28,21,0,0.94
"quru","2019","(811,1.23e+03]",0,0,0,895.37,30,0,1.07
"quru","2020","(811,1.23e+03]",6.79,0,16.79,895.37,30,2,0.98
"quru","2021","(811,1.23e+03]",0,0,0,898.71,28,0,0.99
"quru","2022","(811,1.23e+03]",6.72,0,21.71,898.71,28,2,1.07
"quru","2013","(1.23e+03,1.87e+03]",0,0,0,1396.4,4,0,4.72
"quru","2014","(1.23e+03,1.87e+03]",0,0,0,1396.4,4,0,1.25
"quru","2015","(1.23e+03,1.87e+03]",0,0,0,1396.4,4,0,0.77
"quru","2016","(1.23e+03,1.87e+03]",0,0,0,1396.4,4,0,1.01
"quru","2017","(1.23e+03,1.87e+03]",0,0,0,1396.4,4,0,1.01
"quru","2018","(1.23e+03,1.87e+03]",0,0,0,1396.4,4,0,0.94
"quru","2019","(1.23e+03,1.87e+03]",0,0,0,1436.75,4,0,1.06
"quru","2020","(1.23e+03,1.87e+03]",0,0,0,1436.75,4,0,1.05
"quru","2021","(1.23e+03,1.87e+03]",0,0,0,1436.75,4,0,0.93
"quru","2022","(1.23e+03,1.87e+03]",0,0,0,1436.75,4,0,1.09
"quve","2013","[100,152]",0,0,0,121.91,9,0,4.72
"quve","2014","[100,152]",9.26,0,36.09,121.91,9,1,1.21
"quve","2015","[100,152]",0,0,0,122.53,8,0,0.79
"quve","2016","[100,152]",0,0,0,122.53,8,0,1
"quve","2017","[100,152]",0,0,0,122.53,8,0,1.02
"quve","2018","[100,152]",0,0,0,122.53,8,0,0.97
"quve","2019","[100,152]",0,0,0,126.71,7,0,1.03
"quve","2020","[100,152]",14.02,0,27.88,126.71,7,1,1.02
"quve","2021","[100,152]",0,0,0,128.67,6,0,0.95
"quve","2022","[100,152]",15.32,0,61.63,128.67,6,1,1.1
"quve","2013","(152,231]",0,0,0,190.39,12,0,4.7
"quve","2014","(152,231]",6.46,0,24.1,190.39,12,1,1.3
"quve","2015","(152,231]",0,0,0,190.06,11,0,0.79
"quve","2016","(152,231]",0,0,0,190.06,11,0,1
"quve","2017","(152,231]",17.84,0,39.69,190.06,11,2,1.02
"quve","2018","(152,231]",0,0,0,197.19,9,0,0.94
"quve","2019","(152,231]",0,0,0,200.75,8,0,1.06
"quve","2020","(152,231]",0,0,0,200.75,8,0,1.02
"quve","2021","(152,231]",13.81,0,46.92,200.75,8,1,0.9
"quve","2022","(152,231]",0,0,0,198.29,7,0,1.08
"quve","2013","(231,351]",0,0,0,298.9,32,0,4.72
"quve","2014","(231,351]",2.54,0,8.45,298.9,32,1,1.24
"quve","2015","(231,351]",0,0,0,297.41,31,0,0.79
"quve","2016","(231,351]",0,0,0,297.41,31,0,1
"quve","2017","(231,351]",3.13,0,11.51,297.41,31,1,1.03
"quve","2018","(231,351]",0,0,0,296.74,30,0,0.95
"quve","2019","(231,351]",0,0,0,301.21,28,0,1.07
"quve","2020","(231,351]",0,0,0,301.21,28,0,1
"quve","2021","(231,351]",3.85,0,13.6,301.21,28,1,0.93
"quve","2022","(231,351]",0,0,0,302,27,0,1.04
"quve","2013","(351,534]",0,0,0,455.92,95,0,4.73
"quve","2014","(351,534]",0.85,0,2.85,455.92,95,1,1.24
"quve","2015","(351,534]",1.34,0,4.69,456.24,94,1,0.79
"quve","2016","(351,534]",3.24,0,7.41,455.55,93,3,1
"quve","2017","(351,534]",3.26,0,7.56,457.42,90,3,1.02
"quve","2018","(351,534]",1.2,0,3.63,456.85,87,1,0.96
"quve","2019","(351,534]",0,0,0,453.45,73,0,1.04
"quve","2020","(351,534]",5.41,1.22,11.31,453.45,73,4,1.01
"quve","2021","(351,534]",4.66,0,10.93,453.7,69,3,0.93
"quve","2022","(351,534]",7.23,1.29,15.62,454.26,65,5,1.07
"quve","2013","(534,811]",0,0,0,644.94,124,0,4.74
"quve","2014","(534,811]",1.97,0,4.57,644.94,124,3,1.23
"quve","2015","(534,811]",3.15,0,7.1,645.43,120,3,0.79
"quve","2016","(534,811]",4.31,0.91,8.74,644.48,117,5,0.99
"quve","2017","(534,811]",3.5,0.74,7.06,644.37,112,4,1.02
"quve","2018","(534,811]",6.75,2.65,11.68,645.25,109,7,0.95
"quve","2019","(534,811]",1.66,0,4.26,646.61,115,2,1.05
"quve","2020","(534,811]",3.4,0.74,7.02,645.76,115,4,1.02
"quve","2021","(534,811]",10.46,4.43,16.7,642.66,111,11,0.94
"quve","2022","(534,811]",2.85,0,7.04,642,100,3,1.05
"quve","2013","(811,1.23e+03]",0,0,0,895.38,16,0,4.79
"quve","2014","(811,1.23e+03]",4.99,0,18.71,895.38,16,1,1.26
"quve","2015","(811,1.23e+03]",0,0,0,899.81,15,0,0.78
"quve","2016","(811,1.23e+03]",0,0,0,899.81,15,0,1.01
"quve","2017","(811,1.23e+03]",0,0,0,899.81,15,0,1.05
"quve","2018","(811,1.23e+03]",0,0,0,899.81,15,0,0.96
"quve","2019","(811,1.23e+03]",5.49,0,20.24,912.82,17,1,1.07
"quve","2020","(811,1.23e+03]",6.05,0,18.43,916.75,16,1,1.03
"quve","2021","(811,1.23e+03]",0,0,0,914,15,0,0.88
"quve","2022","(811,1.23e+03]",19.08,0,41.1,914,15,3,1.05
"quve","2013","(1.23e+03,1.87e+03]",0,0,0,1478.8,2,0,3.87
"quve","2014","(1.23e+03,1.87e+03]",0,0,0,1478.8,2,0,1.25
"quve","2015","(1.23e+03,1.87e+03]",0,0,0,1478.8,2,0,0.8
"quve","2016","(1.23e+03,1.87e+03]",0,0,0,1478.8,2,0,0.98
"quve","2017","(1.23e+03,1.87e+03]",0,0,0,1478.8,2,0,0.96
"quve","2018","(1.23e+03,1.87e+03]",0,0,0,1478.8,2,0,0.97
"quve","2019","(1.23e+03,1.87e+03]",0,0,0,1509,2,0,0.99
"quve","2020","(1.23e+03,1.87e+03]",0,0,0,1509,2,0,1.03
"quve","2021","(1.23e+03,1.87e+03]",50.6,0,100,1509,2,1,0.98
"quve","2022","(1.23e+03,1.87e+03]",0,0,0,1484,1,0,1.2
"rops","2014","(152,231]",0,0,0,166.8,1,0,1.44
"rops","2015","(152,231]",0,0,0,166.8,1,0,0.79
"rops","2016","(152,231]",0,0,0,166.8,1,0,0.97
"rops","2017","(152,231]",0,0,0,166.8,1,0,0.92
"rops","2018","(152,231]",0,0,0,166.8,1,0,0.98
"rops","2013","(231,351]",0,0,0,318,1,0,4.7
"rops","2014","(231,351]",0,0,0,318,1,0,1.11
"rops","2015","(231,351]",0,0,0,318,1,0,0.8
"rops","2016","(231,351]",0,0,0,318,1,0,0.98
"rops","2017","(231,351]",100,100,100,318,1,1,1.02
"rops","2022","(231,351]",0,0,0,322,1,0,1.05
"rops","2013","(351,534]",0,0,0,427.13,3,0,4.72
"rops","2014","(351,534]",0,0,0,427.13,3,0,1.2
"rops","2015","(351,534]",74.58,0,100,427.13,3,2,0.8
"rops","2016","(351,534]",0,0,0,390,1,0,1
"rops","2017","(351,534]",0,0,0,390,1,0,1.02
"rops","2018","(351,534]",0,0,0,410.6,2,0,1
"rops","2019","(351,534]",0,0,0,415,2,0,1.02
"rops","2020","(351,534]",0,0,0,415,2,0,0.99
"rops","2021","(351,534]",0,0,0,415,2,0,1
"rops","2022","(351,534]",0,0,0,430,3,0,1.04
"saal","2013","[100,152]",0,0,0,127.34,17,0,4.71
"saal","2014","[100,152]",9.11,0,22.93,127.99,18,2,1.23
"saal","2015","[100,152]",7.8,0,24.71,126.79,16,1,0.8
"saal","2016","[100,152]",13.4,0,33.45,126.79,15,2,0.99
"saal","2017","[100,152]",0,0,0,128.58,13,0,0.99
"saal","2018","[100,152]",0,0,0,128.58,13,0,0.95
"saal","2019","[100,152]",0,0,0,135.27,11,0,1.04
"saal","2020","[100,152]",7.44,0,18.45,130.77,13,1,1.04
"saal","2021","[100,152]",8.88,0,30.71,130.83,12,1,0.94
"saal","2022","[100,152]",8.4,0,29.56,131.09,11,1,1.09
"saal","2013","(152,231]",0,0,0,192.48,19,0,4.65
"saal","2014","(152,231]",0,0,0,190.71,20,0,1.24
"saal","2015","(152,231]",12.45,0,30.68,190.71,20,2,0.79
"saal","2016","(152,231]",0,0,0,192.89,18,0,0.99
"saal","2017","(152,231]",0,0,0,192.89,18,0,0.98
"saal","2018","(152,231]",0,0,0,192.89,18,0,0.97
"saal","2019","(152,231]",0,0,0,189.57,14,0,1.04
"saal","2020","(152,231]",6.99,0,23.23,189.57,14,1,1.02
"saal","2021","(152,231]",0,0,0,186.69,13,0,1.01
"saal","2022","(152,231]",7.6,0,27.82,186.58,12,1,1.1
"saal","2013","(231,351]",0,0,0,284.61,17,0,4.7
"saal","2014","(231,351]",4.89,0,17,284.61,17,1,1.21
"saal","2015","(231,351]",7.76,0,28.15,286.85,16,1,0.8
"saal","2016","(231,351]",6.79,0,21.56,284.7,15,1,0.98
"saal","2017","(231,351]",0,0,0,285.92,14,0,0.99
"saal","2018","(231,351]",0,0,0,285.92,14,0,0.96
"saal","2019","(231,351]",0,0,0,288.44,18,0,1.03
"saal","2020","(231,351]",5.42,0,19.62,288.44,18,1,1.03
"saal","2021","(231,351]",0,0,0,287.47,17,0,0.99
"saal","2022","(231,351]",5.85,0,17.69,283.56,16,1,1.07
"saal","2013","(351,534]",0,0,0,426.37,3,0,4.2
"saal","2014","(351,534]",0,0,0,426.37,3,0,1.16
"saal","2015","(351,534]",38.99,0,100,426.37,3,1,0.82
"saal","2016","(351,534]",0,0,0,411.5,2,0,0.95
"saal","2017","(351,534]",0,0,0,411.5,2,0,0.92
"saal","2018","(351,534]",0,0,0,411.5,2,0,0.99
"saal","2019","(351,534]",0,0,0,428,2,0,0.98
"saal","2020","(351,534]",0,0,0,428,2,0,1.05
"saal","2021","(351,534]",0,0,0,428,2,0,1.08
"saal","2022","(351,534]",0,0,0,428,2,0,1.02
"tiam","2013","[100,152]",0,0,0,132.48,25,0,4.69
"tiam","2014","[100,152]",3,0,12.31,132.48,25,1,1.34
"tiam","2015","[100,152]",0,0,0,132.72,24,0,0.78
"tiam","2016","[100,152]",0,0,0,132.72,24,0,1.02
"tiam","2017","[100,152]",0,0,0,132.72,24,0,1.03
"tiam","2018","[100,152]",0,0,0,132.72,24,0,0.89
"tiam","2019","[100,152]",0,0,0,136.11,18,0,1.1
"tiam","2020","[100,152]",0,0,0,133,20,0,1.04
"tiam","2021","[100,152]",0,0,0,133,20,0,0.87
"tiam","2022","[100,152]",0,0,0,133,20,0,1.15
"tiam","2013","(152,231]",0,0,0,182.62,39,0,4.66
"tiam","2014","(152,231]",0,0,0,182.62,39,0,1.37
"tiam","2015","(152,231]",0,0,0,182.62,39,0,0.78
"tiam","2016","(152,231]",0,0,0,182.62,39,0,1.02
"tiam","2017","(152,231]",0,0,0,182.62,39,0,1.04
"tiam","2018","(152,231]",0,0,0,182.62,39,0,0.92
"tiam","2019","(152,231]",0,0,0,188.67,42,0,1.08
"tiam","2020","(152,231]",0,0,0,188.67,42,0,1.03
"tiam","2021","(152,231]",2.8,0,10.48,189.27,41,1,0.87
"tiam","2022","(152,231]",0,0,0,188.4,40,0,1.15
"tiam","2013","(231,351]",0,0,0,285.57,40,0,4.66
"tiam","2014","(231,351]",1.89,0,8.12,285.57,40,1,1.33
"tiam","2015","(231,351]",0,0,0,286.07,39,0,0.79
"tiam","2016","(231,351]",0,0,0,286.07,39,0,1.01
"tiam","2017","(231,351]",0,0,0,286.07,39,0,1.04
"tiam","2018","(231,351]",2.81,0,10.23,286.07,39,1,0.91
"tiam","2019","(231,351]",0,0,0,295.71,38,0,1.07
"tiam","2020","(231,351]",0,0,0,295.71,38,0,1.03
"tiam","2021","(231,351]",2.98,0,9.16,295.71,38,1,0.88
"tiam","2022","(231,351]",0,0,0,295.49,37,0,1.14
"tiam","2013","(351,534]",0,0,0,403.09,24,0,4.65
"tiam","2014","(351,534]",3.06,0,12.38,403.09,24,1,1.37
"tiam","2015","(351,534]",0,0,0,402.37,23,0,0.78
"tiam","2016","(351,534]",4.26,0,7.75,402.37,23,1,1.02
"tiam","2017","(351,534]",0,0,0,402.62,22,0,1.03
"tiam","2018","(351,534]",0,0,0,402.62,22,0,0.92
"tiam","2019","(351,534]",0,0,0,415.14,21,0,1.08
"tiam","2020","(351,534]",0,0,0,415.14,21,0,1.04
"tiam","2021","(351,534]",11.01,0,36.8,415.14,21,2,0.86
"tiam","2022","(351,534]",4.53,0,19.68,417.84,19,1,1.17
"tiam","2013","(534,811]",0,0,0,628.3,4,0,4.68
"tiam","2014","(534,811]",0,0,0,628.3,4,0,1.32
"tiam","2015","(534,811]",0,0,0,628.3,4,0,0.79
"tiam","2016","(534,811]",0,0,0,628.3,4,0,1.01
"tiam","2017","(534,811]",0,0,0,628.3,4,0,1.03
"tiam","2018","(534,811]",0,0,0,628.3,4,0,0.89
"tiam","2019","(534,811]",0,0,0,644.5,4,0,1.07
"tiam","2020","(534,811]",0,0,0,644.5,4,0,1.05
"tiam","2021","(534,811]",0,0,0,644.5,4,0,0.88
"tiam","2022","(534,811]",0,0,0,644.5,4,0,1.16
"ulam","2013","[100,152]",0,0,0,124.6,4,0,4.56
"ulam","2014","[100,152]",0,0,0,124.6,4,0,1.36
"ulam","2015","[100,152]",0,0,0,124.6,4,0,0.8
"ulam","2016","[100,152]",0,0,0,124.6,4,0,0.98
"ulam","2017","[100,152]",0,0,0,124.6,4,0,0.98
"ulam","2018","[100,152]",51.46,0,100,124.6,4,2,0.96
"ulam","2019","[100,152]",0,0,0,126.5,2,0,0.95
"ulam","2020","[100,152]",0,0,0,126,3,0,1.06
"ulam","2021","[100,152]",0,0,0,126,3,0,0.95
"ulam","2022","[100,152]",0,0,0,126,3,0,1.12
"ulam","2013","(152,231]",0,0,0,193.42,6,0,4.65
